Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;9;WBI-201-642014040-Investition und Finanzierung;WBI-201-642013060-Immobilenwirtschaft I;01 9:00-10:30;3;068
;10;WBI-201-642014040-Investition und Finanzierung;WBI-201-642014010-Konstruktiver Ingenieurbau;31 8:30-10:00;12;043
;11;WBI-201-642014040-Investition und Finanzierung;WBI-201-642014020-Wärmeschutz und Energietechnik I;04 8:30-10:30;13;139
;12;WBI-201-642014040-Investition und Finanzierung;WBI-201-642014030-Baumanagement III;25 9:30-11:30;12;095
;13;WBI-201-642014040-Investition und Finanzierung;WBI-201-642014050-Schlüsselfertigbau;03 8:30-9:30;13;115
;14;WBI-201-642014040-Investition und Finanzierung;WBI-201-642014060-Arbeitsschutz;06 8:30-9:30;9;187
;15;WBI-201-642014040-Investition und Finanzierung;WBI-201-642017010-Recht III;04 14:00-16:00;3;145
WBI-201-642014050-Schlüsselfertigbau;;;;03 8:30-9:30;;;
;1;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642013010-Architektur und Städtebau;07 11:00-11:45;1;097
;2;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642013020-Baukonstruktion und Brandschutz;28 11:30-12:30;2;140
;3;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642013030-Baustatik;04 11:30-13:00;5;026
;4;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642013040-Baumanagement II;05 11:00-13:00;1;049
;5;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642013050-Bilanzierung und Steuerlehre;30 14:00-16:00;4;088
;6;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642013060-Immobilenwirtschaft I;01 9:00-10:30;3;046
;7;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642014010-Konstruktiver Ingenieurbau;31 8:30-10:00;12;070
;8;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642014020-Wärmeschutz und Energietechnik I;04 8:30-10:30;13;023
;9;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642014030-Baumanagement III;25 9:30-11:30;13;213
;10;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642014040-Investition und Finanzierung;29 11:00-13:00;13;115
;11;WBI-201-642014050-Schlüsselfertigbau;WBI-201-642014060-Arbeitsschutz;06 8:30-9:30;11;071
WBI-201-642014060-Arbeitsschutz;;;;06 8:30-9:30;;;
;1;WBI-201-642014060-Arbeitsschutz;WBI-201-642013010-Architektur und Städtebau;07 11:00-11:45;2;025
;2;WBI-201-642014060-Arbeitsschutz;WBI-201-642013020-Baukonstruktion und Brandschutz;28 11:30-12:30;3;212
;3;WBI-201-642014060-Arbeitsschutz;WBI-201-642013030-Baustatik;04 11:30-13:00;3;043
;4;WBI-201-642014060-Arbeitsschutz;WBI-201-642013040-Baumanagement II;05 11:00-13:00;2;019
;5;WBI-201-642014060-Arbeitsschutz;WBI-201-642013050-Bilanzierung und Steuerlehre;30 14:00-16:00;1;160
;6;WBI-201-642014060-Arbeitsschutz;WBI-201-642013060-Immobilenwirtschaft I;01 9:00-10:30;3;118
;7;WBI-201-642014060-Arbeitsschutz;WBI-201-642014010-Konstruktiver Ingenieurbau;31 8:30-10:00;10;142
;8;WBI-201-642014060-Arbeitsschutz;WBI-201-642014020-Wärmeschutz und Energietechnik I;04 8:30-10:30;10;046
;9;WBI-201-642014060-Arbeitsschutz;WBI-201-642014030-Baumanagement III;25 9:30-11:30;10;285
;10;WBI-201-642014060-Arbeitsschutz;WBI-201-642014040-Investition und Finanzierung;29 11:00-13:00;9;187
;11;WBI-201-642014060-Arbeitsschutz;WBI-201-642014050-Schlüsselfertigbau;03 8:30-9:30;11;071
WBI-201-642016010-Immobilienwirtschaft II;;;;01 11:00-13:00;;;
;1;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-16000-Gasversorgung;03 11:00-12:00;1;046
;2;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-16010-Elektrizitätsversorgung;03 11:00-12:00;1;046
;3;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-16030-Straßenbautechnik;31 14:00-15:00;7;020
;4;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-17000-Betriebliches Immobilienmanagement;Kein Datum gef;3;
;5;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-17110-Haustechnik für Wirtschaftsingenieure;Kein Datum gef;1;
;6;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-17140-Immobilienfinanzierung und-investition;27 17:00-17:45;6;113
;7;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-17160-Nachhaltige und ressourceneffiziente Geschossbauten;29 17:00-18:00;9;065
;8;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-17170-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;1;091
;9;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-17190-Projektsteuerung/Projektmanagement in der Bau- und Immobilienwirtschaft;01 9:00-9:45;5;001
;10;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-19000-Internat.Bauen und Bauvertragsrecht;Kein Datum gef;1;
;11;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-19010-Lean Managemet;Kein Datum gef;2;
;12;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-642013050-Bilanzierung und Steuerlehre;30 14:00-16:00;1;043
;13;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-642016020-Energietechnik II;05 14:00-16:00;14;097
;14;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-642016030-Recht II;28 14:00-16:00;11;091
;15;WBI-201-642016010-Immobilienwirtschaft II;WBI-201-642017010-Recht III;04 14:00-16:00;5;073
WBI-201-642016020-Energietechnik II;;;;05 14:00-16:00;;;
;1;WBI-201-642016020-Energietechnik II;WBI-201-16000-Gasversorgung;03 11:00-12:00;1;050
;2;WBI-201-642016020-Energietechnik II;WBI-201-16010-Elektrizitätsversorgung;03 11:00-12:00;1;050
;3;WBI-201-642016020-Energietechnik II;WBI-201-16030-Straßenbautechnik;31 14:00-15:00;13;119
;4;WBI-201-642016020-Energietechnik II;WBI-201-17000-Betriebliches Immobilienmanagement;Kein Datum gef;3;
;5;WBI-201-642016020-Energietechnik II;WBI-201-17110-Haustechnik für Wirtschaftsingenieure;Kein Datum gef;1;
;6;WBI-201-642016020-Energietechnik II;WBI-201-17140-Immobilienfinanzierung und-investition;27 17:00-17:45;11;212
;7;WBI-201-642016020-Energietechnik II;WBI-201-17160-Nachhaltige und ressourceneffiziente Geschossbauten;29 17:00-18:00;14;164
;8;WBI-201-642016020-Energietechnik II;WBI-201-17170-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;2;004
;9;WBI-201-642016020-Energietechnik II;WBI-201-17190-Projektsteuerung/Projektmanagement in der Bau- und Immobilienwirtschaft;01 9:00-9:45;9;100
;10;WBI-201-642016020-Energietechnik II;WBI-201-19000-Internat.Bauen und Bauvertragsrecht;Kein Datum gef;1;
;11;WBI-201-642016020-Energietechnik II;WBI-201-19010-Lean Managemet;Kein Datum gef;2;
;12;WBI-201-642016020-Energietechnik II;WBI-201-642013030-Baustatik;04 11:30-13:00;1;025
;13;WBI-201-642016020-Energietechnik II;WBI-201-642013050-Bilanzierung und Steuerlehre;30 14:00-16:00;4;142
;14;WBI-201-642016020-Energietechnik II;WBI-201-642016010-Immobilienwirtschaft II;01 11:00-13:00;14;097
;15;WBI-201-642016020-Energietechnik II;WBI-201-642016030-Recht II;28 14:00-16:00;17;190
;16;WBI-201-642016020-Energietechnik II;WBI-201-642017010-Recht III;04 14:00-16:00;7;022
WBI-201-642016030-Recht II;;;;28 14:00-16:00;;;
;1;WBI-201-642016030-Recht II;WBI-201-16000-Gasversorgung;03 11:00-12:00;1;139
;2;WBI-201-642016030-Recht II;WBI-201-16010-Elektrizitätsversorgung;03 11:00-12:00;1;139
;3;WBI-201-642016030-Recht II;WBI-201-16030-Straßenbautechnik;31 14:00-15:00;10;070
;4;WBI-201-642016030-Recht II;WBI-201-17110-Haustechnik für Wirtschaftsingenieure;Kein Datum gef;1;
;5;WBI-201-642016030-Recht II;WBI-201-17140-Immobilienfinanzierung und-investition;27 17:00-17:45;9;020
;6;WBI-201-642016030-Recht II;WBI-201-17160-Nachhaltige und ressourceneffiziente Geschossbauten;29 17:00-18:00;9;025
;7;WBI-201-642016030-Recht II;WBI-201-17170-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;2;184
;8;WBI-201-642016030-Recht II;WBI-201-17190-Projektsteuerung/Projektmanagement in der Bau- und Immobilienwirtschaft;01 9:00-9:45;9;089
;9;WBI-201-642016030-Recht II;WBI-201-642013030-Baustatik;04 11:30-13:00;1;163
;10;WBI-201-642016030-Recht II;WBI-201-642013050-Bilanzierung und Steuerlehre;30 14:00-16:00;2;046
;11;WBI-201-642016030-Recht II;WBI-201-642016010-Immobilienwirtschaft II;01 11:00-13:00;11;091
;12;WBI-201-642016030-Recht II;WBI-201-642016020-Energietechnik II;05 14:00-16:00;17;190
;13;WBI-201-642016030-Recht II;WBI-201-642017010-Recht III;04 14:00-16:00;1;166
WBI-201-642017010-Recht III;;;;04 14:00-16:00;;;
;1;WBI-201-642017010-Recht III;WBI-201-16030-Straßenbautechnik;31 14:00-15:00;9;095
;2;WBI-201-642017010-Recht III;WBI-201-17000-Betriebliches Immobilienmanagement;Kein Datum gef;3;
;3;WBI-201-642017010-Recht III;WBI-201-17110-Haustechnik für Wirtschaftsingenieure;Kein Datum gef;1;
;4;WBI-201-642017010-Recht III;WBI-201-17140-Immobilienfinanzierung und-investition;27 17:00-17:45;3;188
;5;WBI-201-642017010-Recht III;WBI-201-17160-Nachhaltige und ressourceneffiziente Geschossbauten;29 17:00-18:00;23;140
;6;WBI-201-642017010-Recht III;WBI-201-17170-Nachhaltigkeit, Umwelt, Verantwortung;05 8:30-9:30;1;016
;7;WBI-201-642017010-Recht III;WBI-201-17190-Projektsteuerung/Projektmanagement in der Bau- und Immobilienwirtschaft;01 9:00-9:45;1;076
;8;WBI-201-642017010-Recht III;WBI-201-19000-Internat.Bauen und Bauvertragsrecht;Kein Datum gef;1;
;9;WBI-201-642017010-Recht III;WBI-201-19010-Lean Managemet;Kein Datum gef;2;
;10;WBI-201-642017010-Recht III;WBI-201-642013050-Bilanzierung und Steuerlehre;30 14:00-16:00;9;118
;11;WBI-201-642017010-Recht III;WBI-201-642014030-Baumanagement III;25 9:30-11:30;1;242
;12;WBI-201-642017010-Recht III;WBI-201-642014040-Investition und Finanzierung;29 11:00-13:00;3;145
;13;WBI-201-642017010-Recht III;WBI-201-642016010-Immobilienwirtschaft II;01 11:00-13:00;5;073
;14;WBI-201-642017010-Recht III;WBI-201-642016020-Energietechnik II;05 14:00-16:00;7;022
;15;WBI-201-642017010-Recht III;WBI-201-642016030-Recht II;28 14:00-16:00;1;166
WI-212-17160-Investition, Finanzierung und Risikomanagement;;;;05 14:00-15:30;;;
;1;WI-212-17160-Investition, Finanzierung und Risikomanagement;WI-212-1242124020-Logistik;25 11:00-12:30;1;265
WI-212-17180-Verteilte Systeme;;;;29 14:00-16:00;;;
;1;WI-212-17180-Verteilte Systeme;WI-212-1242123010-Operations Research;31 11:30-13:00;1;043
;2;WI-212-17180-Verteilte Systeme;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;1;003
;3;WI-212-17180-Verteilte Systeme;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;3;121
;4;WI-212-17180-Verteilte Systeme;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;2;190
;5;WI-212-17180-Verteilte Systeme;WI-212-1242124010-Statistik;01 11:30-13:00;1;067
;6;WI-212-17180-Verteilte Systeme;WI-212-1242124020-Logistik;25 11:00-12:30;2;097
;7;WI-212-17180-Verteilte Systeme;WI-212-1242124030-Software Technik;07 14:00-16:00;1;214
;8;WI-212-17180-Verteilte Systeme;WI-212-17270-IT-Infrastrukturmanagement;27 11:30-13:00;5;049
;9;WI-212-17180-Verteilte Systeme;WI-212-17290-Informationsvisualisierung und Visual Analytics;Kein Datum gef;1;
;10;WI-212-17180-Verteilte Systeme;WI-212-17440-eCommerce;28 17:00-18:30;2;019
;11;WI-212-17180-Verteilte Systeme;WI-212-17450-Organisationspsychologie;Kein Datum gef;4;
WI-212-17270-IT-Infrastrukturmanagement;;;;27 11:30-13:00;;;
;1;WI-212-17270-IT-Infrastrukturmanagement;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;1;043
;2;WI-212-17270-IT-Infrastrukturmanagement;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;1;172
;3;WI-212-17270-IT-Infrastrukturmanagement;WI-212-1242124010-Statistik;01 11:30-13:00;1;118
;4;WI-212-17270-IT-Infrastrukturmanagement;WI-212-1242124020-Logistik;25 11:00-12:30;1;047
;5;WI-212-17270-IT-Infrastrukturmanagement;WI-212-17180-Verteilte Systeme;29 14:00-16:00;5;049
;6;WI-212-17270-IT-Infrastrukturmanagement;WI-212-17450-Organisationspsychologie;Kein Datum gef;3;
WI-212-17290-Informationsvisualisierung und Visual Analytics;;;;Kein Datum gef;;
;1;WI-212-17290-Informationsvisualisierung und Visual Analytics;WI-212-1242124030-Software Technik;07 14:00-16:00;1;
;2;WI-212-17290-Informationsvisualisierung und Visual Analytics;WI-212-17180-Verteilte Systeme;29 14:00-16:00;1;
;3;WI-212-17290-Informationsvisualisierung und Visual Analytics;WI-212-17450-Organisationspsychologie;Kein Datum gef;1;
WI-212-17440-eCommerce;;;;28 17:00-18:30;;;
;1;WI-212-17440-eCommerce;WI-212-1242123010-Operations Research;31 11:30-13:00;2;065
;2;WI-212-17440-eCommerce;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;1;014
;3;WI-212-17440-eCommerce;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;3;142
;4;WI-212-17440-eCommerce;WI-212-17180-Verteilte Systeme;29 14:00-16:00;2;019
;5;WI-212-17440-eCommerce;WI-212-17450-Organisationspsychologie;Kein Datum gef;4;
WI-212-17450-Organisationspsychologie;;;;Kein Datum gef;;
;1;WI-212-17450-Organisationspsychologie;WI-212-1242123010-Operations Research;31 11:30-13:00;2;
;2;WI-212-17450-Organisationspsychologie;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;2;
;3;WI-212-17450-Organisationspsychologie;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;2;
;4;WI-212-17450-Organisationspsychologie;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;1;
;5;WI-212-17450-Organisationspsychologie;WI-212-1242124010-Statistik;01 11:30-13:00;2;
;6;WI-212-17450-Organisationspsychologie;WI-212-1242124020-Logistik;25 11:00-12:30;1;
;7;WI-212-17450-Organisationspsychologie;WI-212-1242124030-Software Technik;07 14:00-16:00;1;
;8;WI-212-17450-Organisationspsychologie;WI-212-17180-Verteilte Systeme;29 14:00-16:00;4;
;9;WI-212-17450-Organisationspsychologie;WI-212-17270-IT-Infrastrukturmanagement;27 11:30-13:00;3;
;10;WI-212-17450-Organisationspsychologie;WI-212-17290-Informationsvisualisierung und Visual Analytics;Kein Datum gef;1;
;11;WI-212-17450-Organisationspsychologie;WI-212-17440-eCommerce;28 17:00-18:30;4;
;12;WI-212-17450-Organisationspsychologie;WI-212-18100-Green IT;30 8:30-10:00;7;
WI-212-18100-Green IT;;;;30 8:30-10:00;;;
;1;WI-212-18100-Green IT;WI-212-1242123010-Operations Research;31 11:30-13:00;1;025
;2;WI-212-18100-Green IT;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;2;022
;3;WI-212-18100-Green IT;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;1;103
;4;WI-212-18100-Green IT;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;1;172
;5;WI-212-18100-Green IT;WI-212-1242124010-Statistik;01 11:30-13:00;2;049
;6;WI-212-18100-Green IT;WI-212-17450-Organisationspsychologie;Kein Datum gef;7;
WI-212-1242121020-Diskrete Mathematik;;;;28 14:00-15:30;;;
;1;WI-212-1242121020-Diskrete Mathematik;WI-212-1242121030-Grundlagen der BWL;06 11:30-13:00;33;212
;2;WI-212-1242121020-Diskrete Mathematik;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;25 11:30-13:00;32;073
;3;WI-212-1242121020-Diskrete Mathematik;WI-212-1242122010-Mathematik 2;27 8:30-10:30;1;027
;4;WI-212-1242121020-Diskrete Mathematik;WI-212-1242122020-Volkswirtschaftslehre;03 14:00-15:30;1;142
;5;WI-212-1242121020-Diskrete Mathematik;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;1;190
;6;WI-212-1242121020-Diskrete Mathematik;WI-212-1242122040-Programmieren 2;30 14:00-16:00;1;046
WI-212-1242121030-Grundlagen der BWL;;;;06 11:30-13:00;;;
;1;WI-212-1242121030-Grundlagen der BWL;WI-212-1242121020-Diskrete Mathematik;28 14:00-15:30;33;212
;2;WI-212-1242121030-Grundlagen der BWL;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;25 11:30-13:00;35;286
;3;WI-212-1242121030-Grundlagen der BWL;WI-212-1242122010-Mathematik 2;27 8:30-10:30;4;241
;4;WI-212-1242121030-Grundlagen der BWL;WI-212-1242122020-Volkswirtschaftslehre;03 14:00-15:30;3;068
;5;WI-212-1242121030-Grundlagen der BWL;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;2;020
;6;WI-212-1242121030-Grundlagen der BWL;WI-212-1242122040-Programmieren 2;30 14:00-16:00;2;163
WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;;;;25 11:30-13:00;;;
;1;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;WI-212-1242121020-Diskrete Mathematik;28 14:00-15:30;32;073
;2;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;WI-212-1242121030-Grundlagen der BWL;06 11:30-13:00;35;286
;3;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;WI-212-1242122010-Mathematik 2;27 8:30-10:30;5;043
;4;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;WI-212-1242122011-Mathematik 2;Kein Datum gef;1;
;5;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;WI-212-1242122020-Volkswirtschaftslehre;03 14:00-15:30;5;217
;6;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;3;265
;7;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;WI-212-1242122040-Programmieren 2;30 14:00-16:00;1;121
WI-212-1242122010-Mathematik 2;;;;27 8:30-10:30;;;
;1;WI-212-1242122010-Mathematik 2;WI-212-1242121020-Diskrete Mathematik;28 14:00-15:30;1;027
;2;WI-212-1242122010-Mathematik 2;WI-212-1242121030-Grundlagen der BWL;06 11:30-13:00;4;241
;3;WI-212-1242122010-Mathematik 2;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;25 11:30-13:00;5;043
;4;WI-212-1242122010-Mathematik 2;WI-212-1242122020-Volkswirtschaftslehre;03 14:00-15:30;18;171
;5;WI-212-1242122010-Mathematik 2;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;23;219
;6;WI-212-1242122010-Mathematik 2;WI-212-1242122040-Programmieren 2;30 14:00-16:00;8;075
;7;WI-212-1242122010-Mathematik 2;WI-212-1242123010-Operations Research;31 11:30-13:00;2;097
;8;WI-212-1242122010-Mathematik 2;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;3;046
;9;WI-212-1242122010-Mathematik 2;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;2;174
;10;WI-212-1242122010-Mathematik 2;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;2;243
WI-212-1242122011-Mathematik 2;;;;Kein Datum gef;;
;1;WI-212-1242122011-Mathematik 2;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;25 11:30-13:00;1;
;2;WI-212-1242122011-Mathematik 2;WI-212-1242122020-Volkswirtschaftslehre;03 14:00-15:30;1;
;3;WI-212-1242122011-Mathematik 2;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;1;
WI-212-1242122020-Volkswirtschaftslehre;;;;03 14:00-15:30;;;
;1;WI-212-1242122020-Volkswirtschaftslehre;WI-212-1242121020-Diskrete Mathematik;28 14:00-15:30;1;142
;2;WI-212-1242122020-Volkswirtschaftslehre;WI-212-1242121030-Grundlagen der BWL;06 11:30-13:00;3;068
;3;WI-212-1242122020-Volkswirtschaftslehre;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;25 11:30-13:00;5;217
;4;WI-212-1242122020-Volkswirtschaftslehre;WI-212-1242122010-Mathematik 2;27 8:30-10:30;18;171
;5;WI-212-1242122020-Volkswirtschaftslehre;WI-212-1242122011-Mathematik 2;Kein Datum gef;1;
;6;WI-212-1242122020-Volkswirtschaftslehre;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;18;046
;7;WI-212-1242122020-Volkswirtschaftslehre;WI-212-1242122040-Programmieren 2;30 14:00-16:00;6;094
WI-212-1242122030-Betriebliches Rechnungswesen;;;;05 14:00-15:30;;;
;1;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242121020-Diskrete Mathematik;28 14:00-15:30;1;190
;2;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242121030-Grundlagen der BWL;06 11:30-13:00;2;020
;3;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;25 11:30-13:00;3;265
;4;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242122010-Mathematik 2;27 8:30-10:30;23;219
;5;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242122011-Mathematik 2;Kein Datum gef;1;
;6;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242122020-Volkswirtschaftslehre;03 14:00-15:30;18;046
;7;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242122040-Programmieren 2;30 14:00-16:00;12;142
;8;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242123010-Operations Research;31 11:30-13:00;1;121
;9;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;3;171
;10;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;3;044
;11;WI-212-1242122030-Betriebliches Rechnungswesen;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;2;022
WI-212-1242122040-Programmieren 2;;;;30 14:00-16:00;;;
;1;WI-212-1242122040-Programmieren 2;WI-212-1242121020-Diskrete Mathematik;28 14:00-15:30;1;046
;2;WI-212-1242122040-Programmieren 2;WI-212-1242121030-Grundlagen der BWL;06 11:30-13:00;2;163
;3;WI-212-1242122040-Programmieren 2;WI-212-1242121040-Grundlagen der Wirtschaftsinformatik;25 11:30-13:00;1;121
;4;WI-212-1242122040-Programmieren 2;WI-212-1242122010-Mathematik 2;27 8:30-10:30;8;075
;5;WI-212-1242122040-Programmieren 2;WI-212-1242122020-Volkswirtschaftslehre;03 14:00-15:30;6;094
;6;WI-212-1242122040-Programmieren 2;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;12;142
;7;WI-212-1242122040-Programmieren 2;WI-212-1242123010-Operations Research;31 11:30-13:00;7;019
;8;WI-212-1242122040-Programmieren 2;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;9;027
;9;WI-212-1242122040-Programmieren 2;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;10;097
;10;WI-212-1242122040-Programmieren 2;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;11;166
WI-212-1242123010-Operations Research;;;;31 11:30-13:00;;;
;1;WI-212-1242123010-Operations Research;WI-212-1242122010-Mathematik 2;27 8:30-10:30;2;097
;2;WI-212-1242123010-Operations Research;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;1;121
;3;WI-212-1242123010-Operations Research;WI-212-1242122040-Programmieren 2;30 14:00-16:00;7;019
;4;WI-212-1242123010-Operations Research;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;45;049
;5;WI-212-1242123010-Operations Research;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;50;076
;6;WI-212-1242123010-Operations Research;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;49;145
;7;WI-212-1242123010-Operations Research;WI-212-1242124010-Statistik;01 11:30-13:00;5;022
;8;WI-212-1242123010-Operations Research;WI-212-1242124020-Logistik;25 11:00-12:30;1;143
;9;WI-212-1242123010-Operations Research;WI-212-1242124030-Software Technik;07 14:00-16:00;2;169
;10;WI-212-1242123010-Operations Research;WI-212-17180-Verteilte Systeme;29 14:00-16:00;1;043
;11;WI-212-1242123010-Operations Research;WI-212-17440-eCommerce;28 17:00-18:30;2;065
;12;WI-212-1242123010-Operations Research;WI-212-17450-Organisationspsychologie;Kein Datum gef;2;
;13;WI-212-1242123010-Operations Research;WI-212-18100-Green IT;30 8:30-10:00;1;025
WI-212-1242123030-Kosten- und Leistungsrechnung;;;;29 8:30-10:30;;;
;1;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242122010-Mathematik 2;27 8:30-10:30;3;046
;2;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;3;171
;3;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242122040-Programmieren 2;30 14:00-16:00;9;027
;4;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242123010-Operations Research;31 11:30-13:00;45;049
;5;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242123040-Datenbanksysteme;03 17:00-18:00;46;126
;6;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;45;195
;7;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242124010-Statistik;01 11:30-13:00;4;073
;8;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-1242124020-Logistik;25 11:00-12:30;1;092
;9;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-17180-Verteilte Systeme;29 14:00-16:00;1;003
;10;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-17270-IT-Infrastrukturmanagement;27 11:30-13:00;1;043
;11;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-17440-eCommerce;28 17:00-18:30;1;014
;12;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-17450-Organisationspsychologie;Kein Datum gef;2;
;13;WI-212-1242123030-Kosten- und Leistungsrechnung;WI-212-18100-Green IT;30 8:30-10:00;2;022
WI-212-1242123040-Datenbanksysteme;;;;03 17:00-18:00;;;
;1;WI-212-1242123040-Datenbanksysteme;WI-212-1242122010-Mathematik 2;27 8:30-10:30;2;174
;2;WI-212-1242123040-Datenbanksysteme;WI-212-1242122030-Betriebliches Rechnungswesen;05 14:00-15:30;3;044
;3;WI-212-1242123040-Datenbanksysteme;WI-212-1242122040-Programmieren 2;30 14:00-16:00;10;097
;4;WI-212-1242123040-Datenbanksysteme;WI-212-1242123010-Operations Research;31 11:30-13:00;50;076
;5;WI-212-1242123040-Datenbanksysteme;WI-212-1242123030-Kosten- und Leistungsrechnung;29 8:30-10:30;46;126
;6;WI-212-1242123040-Datenbanksysteme;WI-212-1242123050-IT-Sicherheit;06 14:00-15:30;50;068
;7;WI-212-1242123040-Datenbanksysteme;WI-212-1242124010-Statistik;01 11:30-13:00;2;052
