Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;10;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Projektmanagement und -entwicklung 3.--.622225020.--.222.--.IM;06 14:00-15:30;2;142
;11;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Recht 1.--.622223040.--.222.--.IM;28 14:00-15:30;19;070
;12;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Wasserfachliche Grundlagen.--.622223050.--.222.--.IM;29 11:30-12:30;19;049
;13;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Wirtschaftsenglisch.--.622223092.--.222.--.IM;Kein Datum gef;19;
;14;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;05 14:00-16:00;2;118
;15;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Wirtschaftslehre 2.--.622223080.--.222.--.IM;25 14:00-15:00;20;143
;16;Verkehrsinfrastruktur 2.--.622223060.--.222.--.IM;Wirtschaftslehre 3.--.622225040.--.222.--.IM;30 11:00-12:00;3;026
Verkehrsinfrastruktur 3.--.6030.--.172.--.IM;;;;04 11:00-13:00;;;
;1;Verkehrsinfrastruktur 3.--.6030.--.172.--.IM;Siedlungswasserwirtschaft.--.6010.--.172.--.IM;27 14:00-17:00;1;186
Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;;;;04 11:00-13:00;;;
;1;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Abfallwirtschaft.--.622227050.--.222.--.IM;29 17:00-18:00;8;137
;2;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Arbeitsschutz.--.622224010.--.222.--.IM;06 8:30-9:30;1;043
;3;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Bahntechnik.--.19100.--.222.--.IM;31 14:00-15:00;12;092
;4;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Baustellenmanagement Projektmanagement.--.18130.--.222.--.IM;07 11:30-12:30;8;070
;5;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Brandschutz Projektmanagement.--.18100.--.222.--.IM;28 11:30-12:30;15;166
;6;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Energie 3.--.622225010.--.222.--.IM;31 11:00-12:30;7;094
;7;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Innovative Verfahren im Straßenbau.--.19140.--.222.--.IM;25 14:00-15:00;16;236
;8;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Internationaler ÖPNV.--.19130.--.222.--.IM;06 11:30-12:15;3;046
;9;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Laborpraktikum im Straßenbauwesen.--.19170.--.222.--.IM;01 14:00-15:00;3;068
;10;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Projektmanagement und -entwicklung 2.--.622223070.--.222.--.IM;01 9:00-11:00;3;072
;11;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Projektmanagement und -entwicklung 3.--.622225020.--.222.--.IM;06 14:00-15:30;1;049
;12;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Recht 2.--.622227020.--.222.--.IM;05 11:30-13:00;8;022
;13;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Siedlungswasserwirtschaft.--.622225030.--.222.--.IM;27 14:00-17:00;7;186
;14;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Wasserversorgung 2 Schwerpunkt Energie und Wasser.--.17120.--.222.--.IM;01 12:00-13:00;7;070
;15;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Wirtschaftslehre 4.--.622226010.--.222.--.IM;03 14:00-17:00;25;018
;16;Verkehrsinfrastruktur 3.--.622226030.--.222.--.IM;Wirtschaftslehre 5.--.622227010.--.222.--.IM;Kein Datum gef;6;
Verkehrswesen II.--.601924040.--.192.--.BB;;;;04 8:30-9:30;;;
;1;Verkehrswesen II.--.601924040.--.192.--.BB;Arbeitsschutz.--.601925011.--.192.--.BB;06 8:30-9:30;24;047
;2;Verkehrswesen II.--.601924040.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;1;074
;3;Verkehrswesen II.--.601924040.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;29 8:30-9:30;19;143
;4;Verkehrswesen II.--.601924040.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;1;188
;5;Verkehrswesen II.--.601924040.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;6;113
;6;Verkehrswesen II.--.601924040.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;12;235
;7;Verkehrswesen II.--.601924040.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;07 9:00-12:00;1;071
;8;Verkehrswesen II.--.601924040.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;1;137
;9;Verkehrswesen II.--.601924040.--.192.--.BB;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;04 14:00-15:00;1;004
;10;Verkehrswesen II.--.601924040.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;07 14:00-16:00;4;076
;11;Verkehrswesen II.--.601924040.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;26;094
;12;Verkehrswesen II.--.601924040.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;01 14:00-16:00;24;064
;13;Verkehrswesen II.--.601924040.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;1;140
;14;Verkehrswesen II.--.601924040.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;1;115
;15;Verkehrswesen II.--.601924040.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;1;001
;16;Verkehrswesen II.--.601924040.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;1;070
;17;Verkehrswesen II.--.601924040.--.192.--.BB;Siedlungswasserwirtschaft I.--.601924050.--.192.--.BB;30 8:30-10:00;25;118
;18;Verkehrswesen II.--.601924040.--.192.--.BB;Stahlbau I.--.601923030.--.192.--.BB;05 14:00-16:00;4;028
;19;Verkehrswesen II.--.601924040.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;28 14:00-16:30;1;160
;20;Verkehrswesen II.--.601924040.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;23;163
;21;Verkehrswesen II.--.601924040.--.192.--.BB;Wasserwesen.--.601923050.--.192.--.BB;27 14:00-16:30;1;184
;22;Verkehrswesen II.--.601924040.--.192.--.BB;Wasserwirtschaft und Wasserbau I.--.601924060.--.192.--.BB;03 11:30-13:00;25;019
Verkehrswesen III.--.601926020.--.192.--.BB;;;;31 14:00-17:00;;;
;1;Verkehrswesen III.--.601926020.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;1;047
;2;Verkehrswesen III.--.601926020.--.192.--.BB;Kalkulation.--.601927030.--.192.--.BB;27 11:30-12:30;1;097
;3;Verkehrswesen III.--.601926020.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;1;050
;4;Verkehrswesen III.--.601926020.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;1;073
;5;Verkehrswesen III.--.601926020.--.192.--.BB;Verkehrswesen IV.--.601927020.--.192.--.BB;04 11:00-13:00;2;090
;6;Verkehrswesen III.--.601926020.--.192.--.BB;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kein Datum gef;2;
Verkehrswesen IV.--.601927020.--.192.--.BB;;;;04 11:00-13:00;;;
;1;Verkehrswesen IV.--.601927020.--.192.--.BB;Baustatik I.--.601923010.--.192.--.BB;25 11:00-13:00;1;238
;2;Verkehrswesen IV.--.601927020.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;2;140
;3;Verkehrswesen IV.--.601927020.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;2;096
;4;Verkehrswesen IV.--.601927020.--.192.--.BB;Hydromechanik.--.601926030.--.192.--.BB;06 11:30-12:30;1;046
;5;Verkehrswesen IV.--.601927020.--.192.--.BB;Ingenieurholzbau I.--.601924030.--.192.--.BB;01 14:00-16:00;2;067
;6;Verkehrswesen IV.--.601927020.--.192.--.BB;Innovative Bauverfahren im Straßenbau.--.17210.--.192.--.BB;25 14:00-15:00;1;236
;7;Verkehrswesen IV.--.601927020.--.192.--.BB;Kalkulation.--.601927030.--.192.--.BB;27 11:30-12:30;8;190
;8;Verkehrswesen IV.--.601927020.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;1;143
;9;Verkehrswesen IV.--.601927020.--.192.--.BB;Siedlungswasserwirtschaft II.--.601926040.--.192.--.BB;28 14:00-16:00;1;163
;10;Verkehrswesen IV.--.601927020.--.192.--.BB;Stahlbetonbau I.--.601924020.--.192.--.BB;28 11:00-13:00;1;166
;11;Verkehrswesen IV.--.601927020.--.192.--.BB;Verkehrswesen III.--.601926020.--.192.--.BB;31 14:00-17:00;2;090
;12;Verkehrswesen IV.--.601927020.--.192.--.BB;Wahlpflichtfach Wasser- und Verkehrswesen.--.601927050.--.192.--.BB;Kein Datum gef;6;
Vermessungskunde.--.601921050.--.192.--.BB;;;;04 17:15-18:15;;;
;1;Vermessungskunde.--.601921050.--.192.--.BB;Baubetriebsplanung.--.601924070.--.192.--.BB;29 8:30-9:30;1;151
;2;Vermessungskunde.--.601921050.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;1;196
;3;Vermessungskunde.--.601921050.--.192.--.BB;Bauphysik.--.601921060.--.192.--.BB;06 14:00-15:30;1;043
;4;Vermessungskunde.--.601921050.--.192.--.BB;Bauproduktionstechnik.--.601923060.--.192.--.BB;30 14:00-15:30;1;121
;5;Vermessungskunde.--.601921050.--.192.--.BB;Baustoffkunde I und Bauchemie.--.601921030.--.192.--.BB;30 11:30-13:00;1;124
;6;Vermessungskunde.--.601921050.--.192.--.BB;Baustoffkunde II.--.601922030.--.192.--.BB;31 14:00-15:30;3;097
;7;Vermessungskunde.--.601921050.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;1;146
;8;Vermessungskunde.--.601921050.--.192.--.BB;Geotechnik I.--.601922040.--.192.--.BB;05 11:00-12:30;3;016
;9;Vermessungskunde.--.601921050.--.192.--.BB;Geotechnik II.--.601923020.--.192.--.BB;07 14:00-16:00;1;067
;10;Vermessungskunde.--.601921050.--.192.--.BB;Mathematik I.--.601921010.--.192.--.BB;Kein Datum gef;1;
;11;Vermessungskunde.--.601921050.--.192.--.BB;Mathematik I.--.601921011.--.192.--.BB;28 8:30-10:00;1;175
;12;Vermessungskunde.--.601921050.--.192.--.BB;Mathematik II.--.601922010.--.192.--.BB;27 8:30-10:30;2;198
;13;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik I.--.601921020.--.192.--.BB;Kein Datum gef;1;
;14;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik I.--.601921021.--.192.--.BB;03 14:00-15:30;1;025
;15;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik II.--.601922020.--.192.--.BB;03 14:00-17:15;1;024
;16;Vermessungskunde.--.601921050.--.192.--.BB;Mechanik II.--.601922021.--.192.--.BB;03 15:45-17:15;1;024
;17;Vermessungskunde.--.601921050.--.192.--.BB;Wirtschaft und Management.--.601921070.--.192.--.BB;01 11:00-13:00;3;076
;18;Vermessungskunde.--.601921050.--.192.--.BB;Wirtschaft, Recht ud Management 2.--.601922060.--.192.--.BB;29 11:00-13:00;1;148
Vermessungskunde.--.602411050.--.241.--.BB;;;;04 17:15-18:15;;;
;1;Vermessungskunde.--.602411050.--.241.--.BB;Bauphysik.--.602411060.--.241.--.BB;06 14:00-15:30;94;043
;2;Vermessungskunde.--.602411050.--.241.--.BB;Baustoffkunde I und Bauchemie.--.602411030.--.241.--.BB;30 11:30-13:00;95;124
;3;Vermessungskunde.--.602411050.--.241.--.BB;Baustoffkunde II.--.602412030.--.241.--.BB;31 14:00-15:30;9;097
;4;Vermessungskunde.--.602411050.--.241.--.BB;Geotechnik I.--.602412040.--.241.--.BB;05 11:00-12:30;7;016
;5;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik I.--.602411010.--.241.--.BB;28 8:30-10:00;92;175
;6;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik I.--.602411011.--.241.--.BB;Kein Datum gef;3;
;7;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik II.--.602412010.--.241.--.BB;27 8:30-10:30;7;198
;8;Vermessungskunde.--.602411050.--.241.--.BB;Mathematik II.--.602412016.--.241.--.BB;Kein Datum gef;1;
;9;Vermessungskunde.--.602411050.--.241.--.BB;Mechanik I.--.602411020.--.241.--.BB;03 14:00-15:30;85;025
;10;Vermessungskunde.--.602411050.--.241.--.BB;Mechanik I.--.602411021.--.241.--.BB;Kein Datum gef;1;
;11;Vermessungskunde.--.602411050.--.241.--.BB;Mechanik II.--.602412020.--.241.--.BB;03 15:45-17:15;7;024
;12;Vermessungskunde.--.602411050.--.241.--.BB;Recht und Management.--.602412060.--.241.--.BB;29 11:00-13:00;7;148
;13;Vermessungskunde.--.602411050.--.241.--.BB;Wirtschaft und Management.--.602411070.--.241.--.BB;01 11:00-13:00;90;076
Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;;;;07 8:30-10:00;;;
;1;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Datenbanksysteme.--.1222128010.--.2123.--.MB;04 11:00-12:00;2;068
;2;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Numerik.--.1222127010.--.2123.--.MB;01 11:00-13:00;1;139
;3;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Prüfungsvorleistung Datenbanksysteme.--.1222128015.--.2123.--.MB;Kein Datum gef;2;
;4;Versicherungsbetriebslehre.--.1222127020.--.2123.--.MB;Software Engineering.--.1222127040.--.2123.--.MB;28 8:30-10:30;2;238
Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;;;;07 8:30-10:00;;;
;1;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Algebra.--.17100.--.222.--.BAM;25 9:30-11:30;1;309
;2;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Bankbetriebslehre.--.1222223060.--.222.--.BAM;07 14:00-15:30;1;004
;3;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;05 8:30-10:30;1;046
;4;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Numerik.--.1222223010.--.222.--.BAM;01 11:00-13:00;5;139
;5;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Software Engineering.--.1222223020.--.222.--.BAM;28 8:30-10:30;5;238
;6;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;Stochastik.--.1222224020.--.222.--.BAM;03 14:00-16:00;2;088
Versicherungsbetriebslehre.--.1222226030.--.2223.--.BAM;;;;07 8:30-10:00;;;
;1;Versicherungsbetriebslehre.--.1222226030.--.2223.--.BAM;Numerik.--.1222224050.--.2223.--.BAM;01 11:00-13:00;1;139
Versicherungsbetriebslehre.--.3120.--.132.--.MB;;;;07 8:30-10:00;;;
Verteilte Systeme.--.1202123030.--.212.--.IF;;;;29 14:00-16:00;;;
;1;Verteilte Systeme.--.1202123030.--.212.--.IF;Datenbanksysteme.--.1202124020.--.212.--.IF;04 11:00-12:00;2;139
;2;Verteilte Systeme.--.1202123030.--.212.--.IF;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;05 8:30-10:30;1;160
;3;Verteilte Systeme.--.1202123030.--.212.--.IF;Einführung in die Informatik.--.1202121030.--.212.--.IF;31 14:00-15:00;1;046
;4;Verteilte Systeme.--.1202123030.--.212.--.IF;IT-Infrastrukturmanagement.--.18090.--.212.--.IF;27 11:30-13:00;3;049
;5;Verteilte Systeme.--.1202123030.--.212.--.IF;Mathematik 1.--.1202121010.--.212.--.IF;04 8:30-10:00;1;136
;6;Verteilte Systeme.--.1202123030.--.212.--.IF;Mathematik 2.--.1202122010.--.212.--.IF;27 8:30-10:00;3;052
;7;Verteilte Systeme.--.1202123030.--.212.--.IF;Operations Research.--.1202124010.--.212.--.IF;31 11:30-13:00;2;043
;8;Verteilte Systeme.--.1202123030.--.212.--.IF;Programmieren 2.--.1202122020.--.212.--.IF;30 14:00-16:00;2;022
;9;Verteilte Systeme.--.1202123030.--.212.--.IF;Software-Technik.--.1202123020.--.212.--.IF;Kein Datum gef;42;
;10;Verteilte Systeme.--.1202123030.--.212.--.IF;Sondermodul Green IT.--.18140.--.212.--.IF;30 8:30-10:00;2;016
;11;Verteilte Systeme.--.1202123030.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;01 11:30-13:00;44;067
;12;Verteilte Systeme.--.1202123030.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;03 14:00-16:00;44;118
;13;Verteilte Systeme.--.1202123030.--.212.--.IF;Wahlpflichtfach Bildverarbeitung.--.17170.--.212.--.IF;07 8:30-10:00;2;208
;14;Verteilte Systeme.--.1202123030.--.212.--.IF;Wahlpflichtfach Computernumerik.--.17150.--.212.--.IF;Kein Datum gef;1;
Verteilte Systeme.--.1212224030.--.222.--.BDI;;;;29 14:00-16:00;;;
;1;Verteilte Systeme.--.1212224030.--.222.--.BDI;Datenbanksysteme.--.1212224010.--.222.--.BDI;01 9:00-10:00;1;065
;2;Verteilte Systeme.--.1212224030.--.222.--.BDI;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;05 8:30-10:30;3;160
;3;Verteilte Systeme.--.1212224030.--.222.--.BDI;IT für Unternehmensnetzwerke.--.1212223030.--.222.--.BDI;25 9:30-11:00;2;099
;4;Verteilte Systeme.--.1212224030.--.222.--.BDI;Modellierung raumbezogener Daten.--.1212223010.--.222.--.BDI;28 14:00-15:30;2;022
;5;Verteilte Systeme.--.1212224030.--.222.--.BDI;Operations Research.--.1212223050.--.222.--.BDI;31 11:30-13:00;2;043
;6;Verteilte Systeme.--.1212224030.--.222.--.BDI;Recht, Qualitätsmanagement und Patente.--.1212224050.--.222.--.BDI;07 8:30-10:30;1;208
Verteilte Systeme.--.17180.--.212.--.WI;;;;29 14:00-16:00;;;
;1;Verteilte Systeme.--.17180.--.212.--.WI;Datenbanksysteme.--.1242123040.--.212.--.WI;03 17:00-18:00;3;121
;2;Verteilte Systeme.--.17180.--.212.--.WI;IT-Infrastrukturmanagement.--.17270.--.212.--.WI;27 11:30-13:00;5;049
;3;Verteilte Systeme.--.17180.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;06 14:00-15:30;2;190
;4;Verteilte Systeme.--.17180.--.212.--.WI;Informationsvisualisierung und Visual Analytics.--.17290.--.212.--.WI;Kein Datum gef;1;
;5;Verteilte Systeme.--.17180.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;29 8:30-10:30;1;003
;6;Verteilte Systeme.--.17180.--.212.--.WI;Logistik.--.1242124020.--.212.--.WI;25 11:00-12:30;2;097
;7;Verteilte Systeme.--.17180.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;31 11:30-13:00;1;043
;8;Verteilte Systeme.--.17180.--.212.--.WI;Organisationspsychologie.--.17450.--.212.--.WI;Kein Datum gef;4;
;9;Verteilte Systeme.--.17180.--.212.--.WI;Software Technik.--.1242124030.--.212.--.WI;07 14:00-16:00;1;214
;10;Verteilte Systeme.--.17180.--.212.--.WI;Statistik.--.1242124010.--.212.--.WI;01 11:30-13:00;1;067
;11;Verteilte Systeme.--.17180.--.212.--.WI;eCommerce.--.17440.--.212.--.WI;28 17:00-18:30;2;019
Verteilte Systeme.--.4030.--.182.--.IL;;;;29 14:00-16:00;;;
Vertragsrecht.--.11927440.--.192.--.IB;;;;06 11:30-12:30;;;
;1;Vertragsrecht.--.11927440.--.192.--.IB;3_Designgeschichte.--.11923055.--.192.--.IB;31 9:00-10:00;2;145
Vertragsrecht.--.1927440.--.192.--.AB;;;;06 11:30-12:30;;;
;1;Vertragsrecht.--.1927440.--.192.--.AB;Fremdsprache.--.1926030.--.192.--.AB;Kein Datum gef;1;
;2;Vertragsrecht.--.1927440.--.192.--.AB;Grundlagen Entwerfen 3.--.1923020.--.192.--.AB;27 17:00-18:30;2;233
;3;Vertragsrecht.--.1927440.--.192.--.AB;Grundlagen Entwerfen 4.--.1924020.--.192.--.AB;05 8:30-10:00;1;025
;4;Vertragsrecht.--.1927440.--.192.--.AB;Recht.--.1925010.--.192.--.AB;07 14:00-15:30;1;025
Vertragsrecht.--.20130.--.171.--.SP;;;;06 11:30-12:30;;;
;1;Vertragsrecht.--.20130.--.171.--.SP;Technische Infrastruktur.--.17900.--.171.--.SP;03 17:00-18:00;1;065
Vertragsrecht.--.22217800.--.221.--.KE;;;;Kein Datum gef;;;
;1;Vertragsrecht.--.22217800.--.221.--.KE;Energetische Stadtplanung und Infrastruktur.--.22216010.--.221.--.KE;07 11:00-12:00;1;
;2;Vertragsrecht.--.22217800.--.221.--.KE;Fremdsprache.--.22217830.--.221.--.KE;Kein Datum gef;1;
Vertragsrecht.--.301929250.--.192.--.MA;;;;06 11:30-12:30;;;
;1;Vertragsrecht.--.301929250.--.192.--.MA;Fremdsprache.--.301929330.--.192.--.MA;Kein Datum gef;1;
;2;Vertragsrecht.--.301929250.--.192.--.MA;Kommunalrecht.--.301927480.--.192.--.MA;27 9:00-10:00;2;241
;3;Vertragsrecht.--.301929250.--.192.--.MA;Technische Infrastruktur.--.301928180.--.192.--.MA;03 17:00-18:00;1;065
Vertragsrecht.--.311928100.--.192.--.MI;;;;Kein Datum gef;;;
Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;;;;05 14:00-15:30;;;
;1;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Baumanagement 1.--.2040.--.182.--.WBI;03 14:00-15:30;1;046
;2;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Baustoffkunde und Bauphysik.--.1030.--.182.--.WBI;25 11:00-12:30;1;265
;3;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Betriebswirtschaft.--.1050.--.182.--.WBI;06 11:00-12:30;1;019
;4;Volkswirtschaft + Recht 1.--.1040.--.182.--.WBI;Rechnungswesen.--.2050.--.182.--.WBI;28 17:00-18:30;1;187
Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;;;;05 14:00-16:00;;;
;1;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Baumanagement 1.--.642012040.--.201.--.WBI;03 14:00-16:30;4;045
;2;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Baustoffkunde und Bauphysik.--.642011030.--.201.--.WBI;25 11:00-13:00;45;265
;3;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Betriebswirtschaft.--.642011050.--.201.--.WBI;06 11:00-13:00;43;019
;4;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Geotechnik und Vermessung.--.642012030.--.201.--.WBI;30 8:30-10:30;8;147
;5;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mathematik I.--.642011010.--.201.--.WBI;07 8:30-10:00;42;040
;6;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mathematik I.--.642011011.--.201.--.WBI;07 8:30-10:00;8;040
;7;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mathematik II.--.642012010.--.201.--.WBI;27 8:30-10:30;6;219
;8;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik I.--.642011020.--.201.--.WBI;31 11:30-13:00;34;121
;9;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik I.--.642011021.--.201.--.WBI;31 11:30-13:00;6;121
;10;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik I.--.642011022.--.201.--.WBI;Kein Datum gef;1;
;11;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Mechanik II.--.642012020.--.201.--.WBI;04 14:00-15:30;3;022
;12;Volkswirtschaft + Recht 1.--.642011040.--.201.--.WBI;Rechnungswesen.--.642012050.--.201.--.WBI;28 17:00-19:00;4;187
Volkswirtschaftslehre.--.1242122020.--.212.--.WI;;;;03 14:00-15:30;;;
;1;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;05 14:00-15:30;18;046
;2;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Diskrete Mathematik.--.1242121020.--.212.--.WI;28 14:00-15:30;1;142
;3;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Grundlagen der BWL.--.1242121030.--.212.--.WI;06 11:30-13:00;3;068
;4;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Grundlagen der Wirtschaftsinformatik.--.1242121040.--.212.--.WI;25 11:30-13:00;5;217
;5;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;27 8:30-10:30;18;171
;6;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Mathematik 2.--.1242122011.--.212.--.WI;Kein Datum gef;1;
;7;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;Programmieren 2.--.1242122040.--.212.--.WI;30 14:00-16:00;6;094
Volkswirtschaftslehre.--.611929000.--.192.--.BW;;;;03 14:00-16:00;;;
;1;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;28 8:30-10:00;63;148
;2;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;31 11:30-13:00;2;073
;3;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Management.--.611929002.--.192.--.BW;04 11:30-13:00;71;019
;4;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Produktions- und Technologiemanagement.--.611929004.--.192.--.BW;25 14:00-15:30;69;214
;5;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Qualitätsmanagement.--.611929008.--.192.--.BW;03 8:30-10:00;1;004
;6;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Quantitative Methoden 1.--.611929001.--.192.--.BW;01 14:00-16:30;61;045
;7;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;05 8:30-10:00;1;040
;8;Volkswirtschaftslehre.--.611929000.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;30 8:30-10:30;2;099
Vorleistung Mathematik 2.--.2035.--.182.--.PB;;;;Kein Datum gef;;;
;1;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Fremdsprache.--.1060.--.182.--.PB;Kein Datum gef;1;
;2;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Grundlagen Bau 1.--.1040.--.182.--.PB;03 11:30-13:00;1;
;3;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Grundlagen Bauphysik 1.--.1010.--.182.--.PB;04 11:30-13:00;1;
;4;Vorleistung Mathematik 2.--.2035.--.182.--.PB;Grundlagen Physik 1.--.1020.--.182.--.PB;28 11:30-13:00;1;
