Fach 1;Lfd. Nr.;Fach 1;Fach 2;Datum / Uhrzeit;Kollisionen;Abstand
;3;Datenbanksysteme.--.1242123040.--.212.--.WI;IT-Infrastrukturmanagement.--.17270.--.212.--.WI;27 11:30-13:00;1;172
;4;Datenbanksysteme.--.1242123040.--.212.--.WI;IT-Sicherheit.--.1242123050.--.212.--.WI;06 14:00-15:30;50;068
;5;Datenbanksysteme.--.1242123040.--.212.--.WI;Kosten- und Leistungsrechnung.--.1242123030.--.212.--.WI;29 8:30-10:30;46;126
;6;Datenbanksysteme.--.1242123040.--.212.--.WI;Logistik.--.1242124020.--.212.--.WI;25 11:00-12:30;2;220
;7;Datenbanksysteme.--.1242123040.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;27 8:30-10:30;2;174
;8;Datenbanksysteme.--.1242123040.--.212.--.WI;Operations Research.--.1242123010.--.212.--.WI;31 11:30-13:00;50;076
;9;Datenbanksysteme.--.1242123040.--.212.--.WI;Organisationspsychologie.--.17450.--.212.--.WI;Kein Datum gef;2;
;10;Datenbanksysteme.--.1242123040.--.212.--.WI;Programmieren 2.--.1242122040.--.212.--.WI;30 14:00-16:00;10;097
;11;Datenbanksysteme.--.1242123040.--.212.--.WI;Statistik.--.1242124010.--.212.--.WI;01 11:30-13:00;2;052
;12;Datenbanksysteme.--.1242123040.--.212.--.WI;Verteilte Systeme.--.17180.--.212.--.WI;29 14:00-16:00;3;121
;13;Datenbanksysteme.--.1242123040.--.212.--.WI;eCommerce.--.17440.--.212.--.WI;28 17:00-18:30;3;142
Datenbanksysteme.--.7010.--.132.--.MB;;;;04 11:00-12:00;;;
;1;Datenbanksysteme.--.7010.--.132.--.MB;Funktionentheorie.--.6010.--.132.--.MB;30 8:30-10:30;1;120
Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;;;;05 8:30-10:30;;;
;1;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;06 11:30-13:00;4;025
;2;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Diskrete Mathematik.--.1202121020.--.212.--.IF;28 14:00-15:30;3;185
;3;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Einführung in die Informatik.--.1202121030.--.212.--.IF;31 14:00-15:00;3;113
;4;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;IT-Infrastrukturmanagement.--.18090.--.212.--.IF;27 11:30-13:00;1;211
;5;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Mathematik 1.--.1202121010.--.212.--.IF;04 8:30-10:00;6;022
;6;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Mathematik 2.--.1202122010.--.212.--.IF;27 8:30-10:00;14;214
;7;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Programmieren 2.--.1202122020.--.212.--.IF;30 14:00-16:00;11;136
;8;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;01 11:30-13:00;1;091
;9;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;03 14:00-16:00;1;040
;10;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;Verteilte Systeme.--.1202123030.--.212.--.IF;29 14:00-16:00;1;160
Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;;;;05 8:30-10:30;;;
;1;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Fremsprachen 2.--.1222222060.--.222.--.BDI;Kein Datum gef;1;
;2;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;IT für Unternehmensnetzwerke.--.1212223030.--.222.--.BDI;25 9:30-11:00;15;261
;3;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Mathematik 2.--.1212222010.--.222.--.BDI;27 8:30-10:30;5;214
;4;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Modellierung raumbezogener Daten.--.1212223010.--.222.--.BDI;28 14:00-15:30;18;185
;5;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Operations Research.--.1212223050.--.222.--.BDI;31 11:30-13:00;17;115
;6;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Programmieren 2.--.1212222020.--.222.--.BDI;06 9:00-11:00;1;022
;7;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Recht, Qualitätsmanagement und Patente.--.1212224050.--.222.--.BDI;07 8:30-10:30;1;046
;8;Datenstrukturen und Algorithmen.--.1212223020.--.222.--.BDI;Verteilte Systeme.--.1212224030.--.222.--.BDI;29 14:00-16:00;3;160
Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;;;;05 8:30-10:30;;;
;1;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;Algebra.--.17100.--.222.--.BAM;25 9:30-11:30;1;261
;2;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;Datenbanksysteme.--.1222226010.--.222.--.BAM;04 11:00-12:00;1;020
;3;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;Numerik.--.1222223010.--.222.--.BAM;01 11:00-13:00;2;091
;4;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;Software Engineering.--.1222223020.--.222.--.BAM;28 8:30-10:30;2;190
;5;Datenstrukturen und Algorithmen.--.1222224040.--.222.--.BAM;Versicherungsbetriebslehre.--.1222223050.--.222.--.BAM;07 8:30-10:00;1;046
Datenstrukturen und Algorithmen.--.3020.--.182.--.IL;;;;05 8:30-10:30;;;
;1;Datenstrukturen und Algorithmen.--.3020.--.182.--.IL;Content Management.--.7020.--.182.--.IL;04 11:30-12:30;2;020
;2;Datenstrukturen und Algorithmen.--.3020.--.182.--.IL;KI basierte Datenanalyse.--.17600.--.182.--.IL;07 9:00-10:30;1;046
;3;Datenstrukturen und Algorithmen.--.3020.--.182.--.IL;Messsysteme für räumliche Objektinformation.--.4020.--.182.--.IL;06 11:30-13:00;1;025
;4;Datenstrukturen und Algorithmen.--.3020.--.182.--.IL;Operations Research.--.3050.--.182.--.IL;31 11:30-13:00;2;115
Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;;;;04 14:00-15:00;;;
;1;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Baubetriebsführung.--.601926050.--.192.--.BB;07 11:30-12:30;2;068
;2;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Baubetriebswirtschaft I.--.601926040.--.192.--.BB;27 11:30-12:30;2;193
;3;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Baustatik II.--.601926020.--.192.--.BB;07 9:00-12:00;6;066
;4;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Betoninstandsetzung.--.17260.--.192.--.BB;29 14:00-15:00;5;143
;5;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Geotechnik III.--.601924010.--.192.--.BB;31 8:30-10:30;1;099
;6;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Geotechnik IV.--.601927010.--.192.--.BB;06 11:30-13:00;4;044
;7;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Ingenieurholzbau II.--.601927020.--.192.--.BB;31 14:00-16:00;6;094
;8;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Nachhaltigkeitsmanagement.--.17270.--.192.--.BB;29 11:00-12:00;2;146
;9;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Planung und Konstruktion I.--.601926020.--.192.--.BB;30 11:00-13:00;2;121
;10;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Projektbasierte Produktion.--.601926030.--.192.--.BB;04 11:00-13:00;2;001
;11;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Schalung und Rüstung.--.17240.--.192.--.BB;01 9:00-10:00;2;076
;12;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Spannbetonbau.--.601927030.--.192.--.BB;04 11:30-12:30;4;001
;13;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Stahlbau II.--.601926040.--.192.--.BB;28 14:00-16:30;6;165
;14;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Stahlbetonbau II.--.601926030.--.192.--.BB;27 14:00-16:00;5;190
;15;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Verkehrswesen II.--.601924040.--.192.--.BB;04 8:30-9:30;1;004
;16;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Wahlpflichtfach Baumanagement.--.601927050.--.192.--.BB;Kein Datum gef;2;
;17;Detailbereiche im Stahlbetonbau.--.17130.--.192.--.BB;Wahlpflichtfach Konstruktiver Ingenieurbau.--.601927050.--.192.--.BB;Kein Datum gef;7;
Diagnostik.--.9001.--.172.--.WP;;;;27 14:00-14:30;;;
;1;Diagnostik.--.9001.--.172.--.WP;Controlling.--.9002.--.172.--.WP;07 8:30-10:00;6;258
;2;Diagnostik.--.9001.--.172.--.WP;Schwerpunkt Marktforschung Teil 1 / Marketing Marktforschung Grundlagen.--.9011.--.172.--.WP;Kein Datum gef;3;
;3;Diagnostik.--.9001.--.172.--.WP;Statistik 2.--.8011.--.172.--.WP;31 11:00-12:30;2;092
Dienstleistungsmanagement.--.611924031.--.192.--.BW;;;;Kein Datum gef;;;
;1;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Beschaffung und Logistik.--.611924030.--.192.--.BW;25 11:00-13:00;2;
;2;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;06 9:00-10:30;4;
;3;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;05 14:00-15:30;1;
;4;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;04 8:30-10:00;6;
;5;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Finanzdienstleistungen und Kapitalmärkte.--.611924035.--.192.--.BW;31 8:30-10:30;2;
;6;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;30 14:00-16:00;4;
;7;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Operations Research.--.611924020.--.192.--.BW;03 11:30-13:00;10;
;8;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;27 14:00-16:00;1;
Differentialgleichungen.--.1222126030.--.212.--.MB;;;;27 11:00-13:00;;;
;1;Differentialgleichungen.--.1222126030.--.212.--.MB;Analysis 3.--.1222124010.--.212.--.MB;31 8:30-10:30;1;091
Differentialgleichungen.--.1222226030.--.222.--.BAM;;;;Kein Datum gef;;;
;1;Differentialgleichungen.--.1222226030.--.222.--.BAM;Algebra.--.17100.--.222.--.BAM;25 9:30-11:30;1;
;2;Differentialgleichungen.--.1222226030.--.222.--.BAM;Funktionentheorie.--.1222225010.--.222.--.BAM;30 8:30-10:30;1;
Differentielle und Entwicklungspsychologie.--.652323020.--.232.--.WP;;;;27 14:00-15:00;;;
;1;Differentielle und Entwicklungspsychologie.--.652323020.--.232.--.WP;Schwerpunkt Market Research & Consumer Understanding I.--.652323050.--.232.--.WP;30 8:30-10:00;33;065
;2;Differentielle und Entwicklungspsychologie.--.652323020.--.232.--.WP;Spezielle Betriebswirtschaftslehre II: Finanzmanagement.--.652322010.--.232.--.WP;07 8:30-11:30;2;257
;3;Differentielle und Entwicklungspsychologie.--.652323020.--.232.--.WP;Statistik.--.652321050.--.232.--.WP;06 8:30-10:00;1;233
Digitalisierung in der Produktion.--.932112020.--.211.--.DPT;;;;29 14:00-15:30;;;
;1;Digitalisierung in der Produktion.--.932112020.--.211.--.DPT;Automatisierung von Geschäftsprozessen.--.932112030.--.211.--.DPT;06 8:30-10:00;11;185
;2;Digitalisierung in der Produktion.--.932112020.--.211.--.DPT;Green IT.--.18230.--.211.--.DPT;30 8:30-10:00;3;017
;3;Digitalisierung in der Produktion.--.932112020.--.211.--.DPT;IT-Infrastrukturmanagement.--.17140.--.211.--.DPT;27 11:30-13:00;3;049
;4;Digitalisierung in der Produktion.--.932112020.--.211.--.DPT;Moderne Software-Architekturen.--.932112040.--.211.--.DPT;31 14:00-16:00;11;046
Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;;;;29 14:00-15:30;;;
;1;Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;Automatisierung von Geschäftsprozessen.--.932112030.--.2112.--.DPT;06 8:30-10:00;1;185
;2;Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;Moderne Software-Architekturen.--.932112040.--.2112.--.DPT;31 14:00-16:00;1;046
;3;Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;Software Engineering II.--.932111030.--.2112.--.DPT;03 8:30-10:30;2;113
;4;Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;Wahlpflichtmodul Informatik.--.1065.--.2112.--.DPT;Kein Datum gef;1;
;5;Digitalisierung in der Produktion.--.932112020.--.2112.--.DPT;Wahlpflichtmodul Wirtschaftsinformatik.--.1075.--.2112.--.DPT;Kein Datum gef;1;
Diskrete Mathematik.--.1202121020.--.212.--.IF;;;;28 14:00-15:30;;;
;1;Diskrete Mathematik.--.1202121020.--.212.--.IF;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;06 11:30-13:00;48;212
;2;Diskrete Mathematik.--.1202121020.--.212.--.IF;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;05 8:30-10:30;3;185
;3;Diskrete Mathematik.--.1202121020.--.212.--.IF;Einführung in die Informatik.--.1202121030.--.212.--.IF;31 14:00-15:00;36;070
;4;Diskrete Mathematik.--.1202121020.--.212.--.IF;Mathematik 1.--.1202121010.--.212.--.IF;04 8:30-10:00;28;161
;5;Diskrete Mathematik.--.1202121020.--.212.--.IF;Mathematik 2.--.1202122010.--.212.--.IF;27 8:30-10:00;2;028
;6;Diskrete Mathematik.--.1202121020.--.212.--.IF;Programmieren 2.--.1202122020.--.212.--.IF;30 14:00-16:00;1;046
;7;Diskrete Mathematik.--.1202121020.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;01 11:30-13:00;1;092
Diskrete Mathematik.--.1242121020.--.212.--.WI;;;;28 14:00-15:30;;;
;1;Diskrete Mathematik.--.1242121020.--.212.--.WI;Betriebliches Rechnungswesen.--.1242122030.--.212.--.WI;05 14:00-15:30;1;190
;2;Diskrete Mathematik.--.1242121020.--.212.--.WI;Grundlagen der BWL.--.1242121030.--.212.--.WI;06 11:30-13:00;33;212
;3;Diskrete Mathematik.--.1242121020.--.212.--.WI;Grundlagen der Wirtschaftsinformatik.--.1242121040.--.212.--.WI;25 11:30-13:00;32;073
;4;Diskrete Mathematik.--.1242121020.--.212.--.WI;Mathematik 2.--.1242122010.--.212.--.WI;27 8:30-10:30;1;027
;5;Diskrete Mathematik.--.1242121020.--.212.--.WI;Programmieren 2.--.1242122040.--.212.--.WI;30 14:00-16:00;1;046
;6;Diskrete Mathematik.--.1242121020.--.212.--.WI;Volkswirtschaftslehre.--.1242122020.--.212.--.WI;03 14:00-15:30;1;142
Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;;;;04 8:30-10:00;;;
;1;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Beschaffung und Logistik.--.611924030.--.192.--.BW;25 11:00-13:00;1;235
;2;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Betriebl.Rechnungswesen.--.611929003.--.192.--.BW;28 8:30-10:00;3;166
;3;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Bilanzpolitik und Bilanzanalyse.--.611924033.--.192.--.BW;29 11:00-13:00;3;139
;4;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Controlling.--.611929017.--.192.--.BW;06 9:00-10:30;46;047
;5;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Corporate Finance.--.611929019.--.192.--.BW;05 14:00-15:30;38;028
;6;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Dienstleistungsmanagement.--.611924031.--.192.--.BW;Kein Datum gef;6;
;7;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Finanzdienstleistungen und Kapitalmärkte.--.611924035.--.192.--.BW;31 8:30-10:30;3;094
;8;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Kosten- und Leistungsrechnung.--.611929009.--.192.--.BW;31 11:30-13:00;6;091
;9;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Management.--.611929002.--.192.--.BW;04 11:30-13:00;1;001
;10;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Marketing und Vertrieb.--.611924036.--.192.--.BW;29 14:00-16:00;2;136
;11;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Nationale und Internationale Rechnungslegung.--.611929016.--.192.--.BW;30 14:00-16:00;44;112
;12;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Operations Research.--.611924020.--.192.--.BW;03 11:30-13:00;20;019
;13;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Personalmanagement.--.611923041.--.192.--.BW;28 14:00-15:00;41;161
;14;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Recht und Steuern.--.611929014.--.192.--.BW;27 14:00-16:00;46;184
;15;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Steuerberatung und -gestaltung.--.611924038.--.192.--.BW;07 9:00-11:00;3;071
;16;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Supply Chain Management.--.611929010.--.192.--.BW;05 8:30-10:00;3;022
;17;Einführung Marketing und Vertriebsmanagement.--.611929018.--.192.--.BW;Wirtschaftsrecht.--.611929006.--.192.--.BW;30 8:30-10:30;4;118
Einführung in die Betriebswirtschaftslehre.--.1212421050.--.242.--.BDI;;;;30 11:30-13:00;;;
;1;Einführung in die Betriebswirtschaftslehre.--.1212421050.--.242.--.BDI;Einführung in die Logistik und Netzwerktechnik.--.1212421060.--.242.--.BDI;28 8:30-10:00;29;049
;2;Einführung in die Betriebswirtschaftslehre.--.1212421050.--.242.--.BDI;Fremdsprachen 1.--.1212421040.--.242.--.BDI;Kein Datum gef;28;
;3;Einführung in die Betriebswirtschaftslehre.--.1212421050.--.242.--.BDI;Grundlagen der Digitalisierung.--.1212421030.--.242.--.BDI;05 14:00-16:00;25;145
Einführung in die Betriebswirtschaftslehre.--.1262421050.--.242.--.BAV;;;;30 11:30-13:00;;;
;1;Einführung in die Betriebswirtschaftslehre.--.1262421050.--.242.--.BAV;Grundlagen der Digitalisierung.--.1262421030.--.242.--.BAV;05 14:00-16:00;17;145
Einführung in die Informatik.--.1202121030.--.212.--.IF;;;;31 14:00-15:00;;;
;1;Einführung in die Informatik.--.1202121030.--.212.--.IF;Betriebswirtschaftslehre.--.1202121050.--.212.--.IF;06 11:30-13:00;34;140
;2;Einführung in die Informatik.--.1202121030.--.212.--.IF;Datenstrukturen und Algorithmen.--.1202122040.--.212.--.IF;05 8:30-10:30;3;113
;3;Einführung in die Informatik.--.1202121030.--.212.--.IF;Diskrete Mathematik.--.1202121020.--.212.--.IF;28 14:00-15:30;36;070
;4;Einführung in die Informatik.--.1202121030.--.212.--.IF;IT-Infrastrukturmanagement.--.18090.--.212.--.IF;27 11:30-13:00;1;097
;5;Einführung in die Informatik.--.1202121030.--.212.--.IF;Mathematik 1.--.1202121010.--.212.--.IF;04 8:30-10:00;28;089
;6;Einführung in die Informatik.--.1202121030.--.212.--.IF;Mathematik 2.--.1202122010.--.212.--.IF;27 8:30-10:00;3;100
;7;Einführung in die Informatik.--.1202121030.--.212.--.IF;Programmieren 2.--.1202122020.--.212.--.IF;30 14:00-16:00;2;022
;8;Einführung in die Informatik.--.1202121030.--.212.--.IF;Statistik.--.1202123010.--.212.--.IF;01 11:30-13:00;1;020
;9;Einführung in die Informatik.--.1202121030.--.212.--.IF;Theoretische Informatik.--.1202123050.--.212.--.IF;03 14:00-16:00;1;071
;10;Einführung in die Informatik.--.1202121030.--.212.--.IF;Verteilte Systeme.--.1202123030.--.212.--.IF;29 14:00-16:00;1;046
Einführung in die Informatik.--.622221020.--.222.--.IM;;;;03 8:30-9:30;;;
;1;Einführung in die Informatik.--.622221020.--.222.--.IM;Bau- und Immobilienwirtschaft.--.622222060.--.222.--.IM;31 11:30-12:30;6;068
;2;Einführung in die Informatik.--.622221020.--.222.--.IM;Baustoffe u. Geotechnik 1.--.622221060.--.222.--.IM;29 8:30-10:30;44;118
;3;Einführung in die Informatik.--.622221020.--.222.--.IM;Baustoffe u. Geotechnik 2.--.622222020.--.222.--.IM;30 8:30-10:00;3;094
;4;Einführung in die Informatik.--.622221020.--.222.--.IM;Energie 1.--.622222040.--.222.--.IM;06 11:00-13:00;2;073
;5;Einführung in die Informatik.--.622221020.--.222.--.IM;Mathematik 1.--.622221010.--.222.--.IM;04 8:30-10:30;31;023
;6;Einführung in die Informatik.--.622221020.--.222.--.IM;Mathematik 2.--.622222010.--.222.--.IM;27 8:30-10:30;1;166
;7;Einführung in die Informatik.--.622221020.--.222.--.IM;Physik für Ingenieure.--.622221040.--.222.--.IM;07 11:30-13:00;42;098
;8;Einführung in die Informatik.--.622221020.--.222.--.IM;Projektmanagement und -entwicklung 1.--.622222050.--.222.--.IM;28 17:00-18:30;3;134
;9;Einführung in die Informatik.--.622221020.--.222.--.IM;Verkehrsinfrastruktur 1.--.622222030.--.222.--.IM;25 10:00-12:45;1;211
;10;Einführung in die Informatik.--.622221020.--.222.--.IM;Wirtschaftslehre 1.--.622221050.--.222.--.IM;05 14:00-16:00;43;052
Einführung in die Logistik und Betriebswirtschaftslehre.--.1212221040.--.222.--.BDI;;;;30 11:30-13:00;;;
;1;Einführung in die Logistik und Betriebswirtschaftslehre.--.1212221040.--.222.--.BDI;Fremsprachen 2.--.1222222060.--.222.--.BDI;Kein Datum gef;1;
;2;Einführung in die Logistik und Betriebswirtschaftslehre.--.1212221040.--.222.--.BDI;Programmieren 2.--.1212222020.--.222.--.BDI;06 9:00-11:00;1;164
Einführung in die Logistik und Netzwerktechnik.--.1212421060.--.242.--.BDI;;;;28 8:30-10:00;;;
;1;Einführung in die Logistik und Netzwerktechnik.--.1212421060.--.242.--.BDI;Einführung in die Betriebswirtschaftslehre.--.1212421050.--.242.--.BDI;30 11:30-13:00;29;049
;2;Einführung in die Logistik und Netzwerktechnik.--.1212421060.--.242.--.BDI;Fremdsprachen 1.--.1212421040.--.242.--.BDI;Kein Datum gef;28;
;3;Einführung in die Logistik und Netzwerktechnik.--.1212421060.--.242.--.BDI;Grundlagen der Digitalisierung.--.1212421030.--.242.--.BDI;05 14:00-16:00;25;196
Einführung in die Statistik.--.1252322030.--.2323.--.BAK;;;;29 9:00-10:00;;;
;1;Einführung in die Statistik.--.1252322030.--.2323.--.BAK;Analysis 2.--.1252322010.--.2323.--.BAK;06 14:00-16:00;1;196
;2;Einführung in die Statistik.--.1252322030.--.2323.--.BAK;Grundlagen Informatik 1.--.1252322020.--.2323.--.BAK;07 14:00-16:00;1;220
;3;Einführung in die Statistik.--.1252322030.--.2323.--.BAK;Lineare Algebra 2.--.1252323010.--.2323.--.BAK;31 8:30-10:30;2;046
Einführung in die Statistik.--.1252322040.--.232.--.BAK;;;;29 9:00-10:00;;;
;1;Einführung in die Statistik.--.1252322040.--.232.--.BAK;Analysis 1.--.1252321010.--.232.--.BAK;30 11:00-13:00;5;025
;2;Einführung in die Statistik.--.1252322040.--.232.--.BAK;Analysis 2.--.1252322010.--.232.--.BAK;06 14:00-16:00;6;196
;3;Einführung in die Statistik.--.1252322040.--.232.--.BAK;Grundlagen Informatik 1.--.1252321030.--.232.--.BAK;07 14:00-16:00;3;220
;4;Einführung in die Statistik.--.1252322040.--.232.--.BAK;Lineare Algebra 2.--.1252322020.--.232.--.BAK;31 8:30-10:30;9;046
Elektrizitätsversorgung.--.16010.--.201.--.WBI;;;;03 11:00-12:00;;;
